CS_TargetRate;E_AssumedEC;M_ID;RT_CLen_P;RT_CLenstd_P;RT_CSet_P;RT_CSetstd_P;RT_Reg_P;RT_Regstd_P;RT_TDown_P;RT_TDownstd_P;SC_FailedCall_P;SC_FailureRate_P;SC_IncomingCall_P;SC_OutgoingCall_P;SC_SuccessfulCall_P;SC_SuccessRate_P;SC_TotalCallCreated;SF_FailedCallRejected_P;SF_FailedTimeoutOnRecv_P;SF_FailedTimeoutOnSend_P;SF_FailedUnexpectedMessage_P;SF_RejectionRate_P;SW_CallRate_P;SW_CurrentCall;SW_Targetrate;TIMESTAMP;CPUCtxsw_Bono;CPUCtxsw_NodeSystem;CPUCtxsw_NodeClient;CPUCtxsw_Homer;CPUCtxsw_Homestead;CPUCtxsw_Sprout;CPUIntr_Bono;CPUIntr_NodeSystem;CPUIntr_NodeClient;CPUIntr_Homer;CPUIntr_Homestead;CPUIntr_Sprout;CPUload1_Bono;CPUload1_NodeSystem;CPUload1_NodeClient;CPUload1_Homer;CPUload1_Homestead;CPUload1_Sprout;CPUload15_Bono;CPUload15_NodeSystem;CPUload15_NodeClient;CPUload15_Homer;CPUload15_Homestead;CPUload15_Sprout;CPUload5_Bono;CPUload5_NodeSystem;CPUload5_NodeClient;CPUload5_Homer;CPUload5_Homestead;CPUload5_Sprout;CPUUtil_idle_Bono;CPUUtil_idle_NodeSystem;CPUUtil_idle_NodeClient;CPUUtil_idle_Homer;CPUUtil_idle_Homestead;CPUUtil_idle_Sprout;CPUUtil_intr_Bono;CPUUtil_intr_NodeSystem;CPUUtil_intr_NodeClient;CPUUtil_intr_Homer;CPUUtil_intr_Homestead;CPUUtil_intr_Sprout;CPUUtil_iowait_Bono;CPUUtil_iowait_NodeSystem;CPUUtil_iowait_NodeClient;CPUUtil_iowait_Homer;CPUUtil_iowait_Homestead;CPUUtil_iowait_Sprout;CPUUtil_nice_Bono;CPUUtil_nice_NodeSystem;CPUUtil_nice_NodeClient;CPUUtil_nice_Homer;CPUUtil_nice_Homestead;CPUUtil_nice_Sprout;CPUUtil_softirq_Bono;CPUUtil_softirq_NodeSystem;CPUUtil_softirq_NodeClient;CPUUtil_softirq_Homer;CPUUtil_softirq_Homestead;CPUUtil_softirq_Sprout;CPUUtil_system_Bono;CPUUtil_system_NodeSystem;CPUUtil_system_NodeClient;CPUUtil_system_Homer;CPUUtil_system_Homestead;CPUUtil_system_Sprout;CPUUtil_usage_Bono;CPUUtil_usage_NodeSystem;CPUUtil_usage_NodeClient;CPUUtil_usage_Homer;CPUUtil_usage_Homestead;CPUUtil_usage_Sprout;CPUUtil_user_Bono;CPUUtil_user_NodeSystem;CPUUtil_user_NodeClient;CPUUtil_user_Homer;CPUUtil_user_Homestead;CPUUtil_user_Sprout;DSKread_Bono;DSKread_NodeSystem;DSKread_NodeClient;DSKread_Homer;DSKread_Homestead;DSKread_Sprout;DSKwrite_Bono;DSKwrite_NodeSystem;DSKwrite_NodeClient;DSKwrite_Homer;DSKwrite_Homestead;DSKwrite_Sprout;MEMav_Bono;MEMav_NodeSystem;MEMav_NodeClient;MEMav_Homer;MEMav_Homestead;MEMav_Sprout;MEMfree_Bono;MEMfree_NodeSystem;MEMfree_NodeClient;MEMfree_Homer;MEMfree_Homestead;MEMfree_Sprout
32;30;2014;0;0;0;0;84;10000;0;0;0;0;0;34;0;0;1604;0;0;0;0;0;34;1574;35;41;1725;17157;4710;1747;21235;3974;995;22874;6111;855;8245;1573;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;74;97;74;65;70;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;1;1;4;8;2;7;9;9;21;26;3;26;35;30;4;10;1;8;12;8;0;1;0;0;0;0;26;250;6;26;27;26;1720770560;24125755392;31419228160;244563968;411037696;1505828864;857354240;22335746048;29493661696;91160576;84037632;637779968
29;30;2014;0;0;0;0;168;11000;0;0;0;0;0;30;0;0;1634;0;0;0;0;0;30;1608;32;42;2033;18183;5869;1379;8927;4280;1217;19912;7551;682;3828;1912;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;79;74;97;74;65;70;0;0;0;0;0;0;12;7;0;11;14;12;0;0;0;0;0;0;0;1;0;0;1;1;4;8;2;7;9;9;21;26;3;26;35;30;4;10;1;8;11;8;0;1;0;0;0;0;26;251;6;26;27;26;1720770560;24129011712;31424745472;244432896;398499840;1507389440;857174016;22335729664;29496537088;91193344;78733312;639201280
27;30;2014;0;0;0;0;97;105000;0;0;0;0;0;28;0;0;1663;0;0;0;0;0;28;1638;29;43;3063;15311;4257;1619;17018;4251;1244;20388;5768;747;8523;1591;1;0;0;0;1;1;1;0;0;1;2;2;1;0;0;1;2;2;78;74;97;74;64;70;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;0;1;0;0;1;1;4;8;2;7;9;8;22;26;3;26;36;30;4;10;1;8;12;8;0;1;0;0;0;0;26;251;7;26;27;26;1717243904;24129245184;31425130496;244432896;411041792;1500282880;853786624;22338412544;29496410112;91226112;91475968;639217664
24;30;2014;0;0;0;0;291;13000;0;0;0;0;0;26;0;0;1689;0;0;0;0;0;26;1666;27;44;1973;16636;4534;4647;19434;4914;1099;22455;8028;1035;6114;1787;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;78;74;97;74;64;70;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;0;1;0;0;1;1;4;8;2;7;10;9;22;26;3;26;36;30;4;10;1;8;13;8;0;1;0;0;0;0;26;251;7;26;27;26;1717342208;24124678144;31425294336;233492480;411066368;1497669632;853737472;22332817408;29496410112;82604032;91283456;624144384
21;30;2014;0;0;0;0;107;167000;0;0;0;0;0;22;0;0;1711;0;0;0;0;0;22;1692;24;45;2006;17033;4459;5167;25941;5510;1290;23619;5673;1936;9785;1756;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;78;73;97;74;63;70;0;0;0;0;0;0;12;7;0;11;13;11;0;0;0;0;0;0;0;1;0;0;1;1;4;8;2;7;10;9;22;27;3;26;37;30;5;10;1;8;13;9;0;1;0;0;0;0;26;251;7;26;27;26;1718075392;24129736704;31423897600;241917952;412925952;1504133120;854409216;22338142208;29494788096;88678400;92925952;635887616
18;30;2014;0;0;0;0;84;5000;0;0;0;0;0;20;0;0;1732;0;0;0;0;0;20;1714;21;46;2088;17925;4115;2087;25979;4258;1135;23102;5789;958;9992;1589;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;78;73;97;73;63;70;0;0;0;0;0;0;12;7;0;11;13;11;0;0;0;0;0;0;0;1;0;0;1;1;4;8;2;7;10;9;22;27;3;27;37;30;5;11;1;8;13;9;0;1;0;0;0;0;26;251;7;26;27;26;1720356864;24131641344;31425773568;241954816;413642752;1505382400;856408064;22340046848;29496868864;88715264;93880320;637263872
16;30;2014;0;0;6156000;0;80;8000;0;0;0;0;0;17;0;0;1749;0;0;0;0;0;17;1734;18;47;1939;16693;4555;2083;30615;4986;1257;23815;5139;897;11481;1803;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;78;72;96;73;63;69;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;0;1;0;0;1;1;4;9;2;7;10;9;22;28;4;27;37;31;5;11;1;8;13;9;0;1;0;0;0;0;26;251;7;26;27;26;1720217600;24132984832;31426113536;244449280;413859840;1508900864;856518656;22341390336;29497225216;91074560;93716480;640892928
15;30;2014;0;0;6156000;0;93;3000;0;0;0;0;0;15;0;0;1764;0;0;0;0;0;15;1751;16;48;2056;21656;4906;1570;27061;4961;1355;25394;6746;792;8261;1798;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;78;72;97;73;63;69;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;0;1;0;0;1;1;4;9;2;7;10;9;22;28;3;27;38;31;5;11;1;8;14;9;0;1;0;0;0;0;26;251;7;26;27;26;1720127488;24128491520;31426113536;244400128;413794304;1509150720;856633344;22336897024;29497200640;91058176;93782016;640860160
15;30;2014;0;0;6121000;0;81;17000;0;0;0;0;0;15;0;0;1779;0;0;0;0;0;15;1766;15;49;2436;20563;5326;2248;28299;5361;1407;28660;10535;704;11156;1897;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;78;72;97;73;62;68;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;0;1;0;0;1;1;4;9;2;7;10;9;22;28;3;27;38;32;5;11;1;8;14;10;0;1;0;0;0;0;26;251;7;26;27;26;1720201216;24132812800;31426088960;244334592;414068736;1509085184;856469504;22341218304;29497974784;91090944;93765632;640925696
15;30;2014;0;0;6121000;0;83;5000;0;0;0;0;0;15;0;0;1794;0;0;0;0;0;15;1781;15;50;1822;16605;4252;1981;27843;4244;1090;21831;3800;928;10565;1497;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;78;72;96;73;62;68;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;4;9;2;7;10;9;22;28;4;27;38;32;5;11;1;8;14;10;0;1;0;0;0;0;26;251;7;26;26;26;1720242176;24133636096;31426576384;244449280;413937664;1509068800;856379392;22341808128;29497675776;91205632;93605888;640892928
15;30;2014;0;0;6128000;0;88;12000;0;0;0;0;0;15;0;0;1809;0;0;0;0;0;15;1796;15;51;2090;18782;4945;1366;31553;5342;1334;23493;5560;761;11147;1883;1;0;0;0;1;3;1;0;0;1;2;2;1;0;0;1;2;2;77;72;96;73;61;68;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;4;9;2;7;10;9;23;28;4;27;39;32;5;11;1;8;14;10;0;1;0;0;0;0;26;250;7;26;26;26;1719971840;24130203648;31426686976;244350976;413868032;1509126144;856363008;22338641920;29497794560;91107328;93380608;640999424
15;30;2014;0;0;6137291;0;211;17000;0;0;0;0;0;15;0;0;1824;0;0;0;0;0;15;1811;15;52;2211;20801;5368;1480;13872;6029;1614;18454;6425;715;4889;2181;1;0;0;0;2;3;1;0;0;1;2;2;1;0;0;1;2;2;77;71;96;73;62;67;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;4;9;2;7;10;9;23;29;4;27;38;33;6;11;1;8;14;11;0;1;0;0;0;0;26;250;7;26;26;26;1719861248;24131510272;31426670592;244412416;404017152;1509138432;855977984;22339911680;29497778176;91107328;84824064;640974848
15;30;2014;0;0;6124157;10000;114;91000;0;0;0;0;0;15;0;0;1839;0;0;0;0;0;15;1826;15;53;3201;16745;4343;3792;22368;4188;1438;21059;7203;1514;8605;1595;1;0;0;0;2;3;1;0;0;1;2;2;1;0;0;1;2;2;77;71;96;73;61;67;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;9;23;29;4;27;39;33;6;12;1;8;15;11;0;1;0;0;0;0;26;249;7;26;26;26;1714368512;24130187264;31411666944;244502528;411152384;1508057088;852598784;22334656512;29466984448;91107328;90443776;640536576
15;30;2014;0;0;6122000;0;235;6000;0;0;0;0;0;15;0;0;1854;0;0;0;0;0;15;1841;15;54;2027;16450;4671;3665;11476;3803;966;21933;5106;1246;5244;1728;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;77;71;96;73;60;67;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;9;23;29;4;27;40;33;6;12;1;8;15;11;0;1;0;0;0;0;26;249;7;26;26;26;1716248576;24108101632;31411118080;233287680;411070464;1493843968;852574208;22316154880;29482774528;79659008;90574848;624836608
15;30;2014;0;0;0;0;101;171000;0;0;0;0;0;15;0;0;1869;0;0;0;0;0;15;1856;15;55;2077;16645;4806;5560;28639;6333;1321;23376;5952;2225;10114;1812;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;76;71;96;73;60;66;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;9;24;29;4;27;40;34;6;12;1;8;15;11;0;1;0;0;0;0;26;249;7;26;26;26;1716969472;24113381376;31410642944;241983488;412872704;1505308672;853147648;22321774592;29481742336;88678400;92143616;637353984
15;30;2014;0;0;6147000;0;82;5000;0;0;0;0;0;15;0;0;1884;0;0;0;0;0;15;1871;15;56;3149;22972;4997;2994;27904;5544;1548;29841;9399;960;10336;1974;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;76;71;96;73;60;66;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;9;24;29;4;27;40;34;6;12;1;8;16;12;0;1;0;0;0;0;26;251;7;26;26;26;1718910976;24110485504;31410642944;241963008;413573120;1506279424;855236608;22323671040;29481742336;88743936;92676096;637997056
15;30;2014;0;0;6133449;19000;82;9000;0;0;0;0;0;15;0;0;1899;0;0;0;0;0;15;1886;15;57;1993;17407;4997;2320;27904;5239;1252;23009;5335;960;10886;1974;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;76;71;96;73;59;65;0;0;0;0;0;0;12;7;0;11;13;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;9;24;29;4;27;41;35;6;12;1;8;16;12;0;1;0;0;0;0;26;251;7;26;26;26;1719496704;24115187712;31410499584;243752960;413593600;1506279424;855564288;22291607552;29481598976;88743936;92577792;640389120
15;30;2014;0;0;6190667;0;85;6000;0;0;0;0;0;15;0;0;1914;0;0;0;0;0;15;1901;15;58;2451;27136;4449;3074;29663;6276;1433;42284;11526;1097;11747;1779;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;76;71;96;73;59;65;0;0;0;0;0;0;12;7;0;11;12;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;10;24;29;4;27;41;35;6;12;1;8;16;12;0;1;0;0;0;0;26;251;7;26;26;26;1719369728;24114253824;31410499584;244445184;413528064;1508433920;855670784;22322946048;29481598976;90460160;92643328;640258048
15;30;2014;0;0;6132338;0;82;11000;0;0;0;0;0;15;0;0;1929;0;0;0;0;0;15;1916;15;59;1926;16940;4851;3338;29020;4436;1254;22506;5414;1921;10489;1735;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;76;70;96;73;59;64;0;0;0;0;0;0;12;7;0;11;12;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;10;24;30;4;27;41;36;7;12;1;8;16;13;0;1;0;0;0;0;26;252;7;26;27;26;1719099392;24115429376;31407919104;244424704;413659136;1508966400;855396352;22323822592;29479018496;90931200;92758016;640839680
15;30;2014;0;0;6183836;5000;79;8000;0;0;0;0;0;15;0;0;1944;0;0;0;0;0;15;1931;15;60;1914;18570;4851;3845;31133;5388;1331;24562;5818;1506;11455;1735;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;75;70;96;73;59;64;0;0;0;0;0;0;12;7;0;11;12;12;0;0;0;0;0;0;1;1;0;0;1;1;5;9;2;7;11;10;25;30;4;27;41;36;7;12;1;8;16;13;0;1;0;0;0;0;26;252;7;26;27;26;1719029760;24111357952;31408021504;244297728;413814784;1509126144;855445504;22319751168;29479120896;90931200;92565504;640888832
15;30;2014;0;0;6140581;77000;84;3000;0;0;0;0;0;15;0;0;1959;0;0;0;0;0;15;1946;15;61;2152;19532;4384;4238;29626;5456;1397;27350;6155;2046;11091;1800;1;0;0;0;2;5;1;0;0;1;2;3;1;0;0;1;2;3;75;70;96;72;58;64;0;0;0;0;0;0;13;7;0;11;12;12;0;0;0;0;0;0;1;1;0;0;1;1;5;10;2;7;12;10;25;30;4;28;42;36;7;12;1;9;17;13;0;1;0;0;0;0;26;252;7;27;27;26;1719148544;24112279552;31407685632;244400128;413753344;1509220352;855158784;22320259072;29478785024;90963968;92536832;640655360
15;30;2014;0;0;6148568;1000;311;10000;0;0;0;0;0;15;0;0;1974;0;0;0;0;0;15;1961;15;62;2041;19436;4920;3853;12760;5192;1345;14458;5996;1951;5164;2043;1;0;0;0;4;5;1;0;0;1;2;3;1;0;0;1;2;3;74;69;96;72;59;63;0;0;0;0;0;0;13;7;0;12;13;12;0;0;0;0;0;0;1;1;0;0;1;1;5;10;2;7;11;10;26;31;4;28;41;37;7;13;1;9;16;13;0;2;0;0;0;0;26;252;7;27;27;26;1718804480;24105230336;31407677440;244510720;400949248;1509031936;852094976;22318915584;29478776832;90996736;82493440;640761856
15;30;2014;0;0;6182563;25000;130;208000;0;0;0;0;0;15;0;0;1989;0;0;0;0;0;15;1976;15;63;5756;26152;6921;4561;22926;6107;1865;28094;11508;2049;8083;2513;1;0;0;0;4;5;1;0;0;1;2;3;1;0;0;1;2;3;74;69;96;72;58;63;0;0;0;0;0;0;13;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;1;5;10;2;7;12;10;26;31;4;28;42;37;7;13;1;9;17;14;0;2;0;0;0;0;26;252;7;27;27;26;1713238016;24100904960;31400509440;244510720;398192640;1508900864;849424384;22309298176;29478776832;91062272;76500992;640696320
15;30;2014;0;0;6587247;1000;107;20000;0;0;0;0;0;15;0;0;2004;0;0;0;0;0;15;1991;15;64;2210;19044;4163;4544;26951;5038;1464;24190;5765;2057;9660;1706;1;0;0;0;4;5;1;0;0;1;2;3;1;0;0;1;2;3;74;69;96;72;57;63;0;0;0;0;0;0;13;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;10;2;7;12;10;26;31;4;28;43;37;8;13;1;9;18;14;0;2;0;0;0;0;26;251;7;26;27;26;1715306496;24088272896;31410204672;235368448;410619904;1501630464;851210240;22294511616;29481238528;82526208;89243648;629030912
15;30;2014;0;0;6240042;0;232;41000;0;0;0;0;0;15;0;0;2019;0;0;0;0;0;15;2006;15;65;2109;18543;4639;9106;21949;6168;1412;24203;5570;3646;8869;2027;1;0;0;0;4;5;1;0;0;1;2;3;1;0;0;1;2;3;74;68;96;72;57;62;0;0;0;0;0;0;12;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;12;10;26;32;4;28;43;38;8;13;1;9;18;14;0;2;0;0;0;0;26;252;6;26;27;26;1716031488;24128331776;31409799168;242085888;412700672;1505411072;852000768;22334349312;29480898560;87957504;90873856;637054976
15;30;2014;0;0;6158908;122000;118;207000;0;0;0;0;0;15;0;0;2034;0;0;0;0;0;15;2021;15;66;3388;26257;6323;2883;30052;6082;1861;38735;11461;1536;11216;2498;1;0;0;0;4;5;1;0;0;1;2;3;1;0;0;1;2;3;74;68;96;72;56;61;0;0;0;0;0;0;12;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;13;10;26;32;4;28;44;39;8;13;1;9;18;15;0;2;0;0;0;0;26;252;6;26;27;26;1717657600;24127651840;31409799168;241926144;413134848;1505411072;853667840;22336319488;29480898560;87863296;91070464;637087744
15;30;2014;0;0;6146570;13000;89;8000;0;0;0;0;0;15;0;0;2049;0;0;0;0;0;15;2036;15;67;2268;19910;4808;3595;28796;5398;1469;24577;5934;1816;10527;1826;1;0;0;0;3;5;1;0;0;1;2;3;1;0;0;1;2;3;74;67;96;71;56;61;0;0;0;0;0;0;12;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;13;10;26;33;4;29;44;39;8;14;1;9;18;15;0;2;0;0;0;0;26;251;6;26;27;26;1718099968;24127651840;31409459200;241778688;413245440;1506557952;854482944;22336118784;29480558592;87703552;91521024;638017536
15;30;2014;0;0;6373117;11000;91;14000;0;0;0;0;0;15;0;0;2064;0;0;0;0;0;15;2051;15;68;2168;19470;4994;7174;29162;5727;1521;26724;5964;3275;10315;1983;1;0;0;0;3;5;1;0;0;1;2;3;1;0;0;1;2;3;73;67;96;71;56;61;0;0;0;0;0;0;12;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;13;11;27;33;4;29;44;39;8;14;1;9;19;15;0;2;0;0;0;0;26;251;6;26;27;26;1718185984;24111509504;31409790976;243826688;413327360;1508884480;854245376;22324072448;29480890368;89919488;91635712;640598016
15;30;2014;0;0;6208043;167000;82;9000;0;0;0;0;0;15;0;0;2079;0;0;0;0;0;15;2066;15;69;2061;19636;4859;5440;29018;5277;1394;25867;5798;2599;11006;1884;1;0;0;0;3;4;1;0;0;1;2;3;1;0;0;1;2;3;73;66;96;71;55;60;0;0;0;0;0;0;12;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;13;11;27;34;4;29;45;40;8;14;1;9;19;16;0;2;0;0;0;0;26;253;6;27;27;26;1718087680;24115957760;31410020352;243847168;413642752;1509089280;854188032;22324326400;29481119744;90050560;91537408;640565248
15;30;2014;0;0;6151137;37000;84;3000;0;0;0;0;0;15;0;0;2094;0;0;0;0;0;15;2081;15;70;2061;19636;4859;5219;26591;5277;1508;25171;5798;2634;11006;1884;1;0;0;0;3;4;1;0;0;1;2;3;1;0;0;1;2;3;73;66;96;71;55;60;0;0;0;0;0;0;12;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;13;11;27;34;4;29;45;40;9;14;1;9;19;16;0;2;0;0;0;0;26;254;6;27;27;27;1717911552;24115990528;31410012160;243789824;413642752;1509007360;854065152;22324359168;29481111552;89985024;91504640;640532480
15;30;2014;0;0;6327326;15000;87;14000;38000;0;0;0;0;15;0;0;2108;0;0;0;0;0;15;2096;15;71;2250;20333;4820;6027;26481;5439;2066;38816;5892;2563;10038;1990;1;0;0;0;3;4;1;0;0;1;2;3;1;0;0;1;2;3;73;66;96;71;55;59;0;0;0;0;0;0;12;7;0;12;12;12;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;13;11;27;34;4;29;45;41;9;14;1;10;19;16;0;2;0;0;0;0;26;254;6;27;27;27;1717952512;24115990528;31408865280;243789824;413507584;1508941824;853975040;22324031488;29479964672;89985024;91541504;640729088
15;30;2014;0;0;6210906;206000;315;12000;38000;0;0;0;0;15;0;0;2123;0;0;0;0;0;15;2111;15;72;2332;20929;6504;5640;22150;5549;1597;21315;6909;2872;7597;2083;1;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;72;66;96;71;55;59;0;0;0;0;0;0;13;7;0;12;12;11;0;0;0;0;0;0;1;1;0;0;1;2;5;11;2;7;13;11;28;34;4;29;45;41;9;14;1;10;19;17;0;2;0;0;0;0;26;254;6;27;27;27;1717854208;24109875200;31394603008;243834880;396369920;1508995072;853934080;22318243840;29465698304;90083328;74993664;640696320
15;30;2014;0;0;6158098;10000;132;229000;43000;0;0;0;0;15;0;0;2138;0;0;0;0;0;15;2126;15;73;3657;22252;7307;8065;23135;6585;1879;26895;8157;3723;9519;2300;1;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;72;65;96;71;55;59;0;0;0;0;0;0;12;7;0;12;12;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;7;13;11;28;35;4;29;45;41;9;15;2;10;19;17;0;2;0;0;0;0;26;254;6;27;27;27;1713774592;24112078848;31382585344;243957760;410513408;1508990976;849801216;22320447488;29453668352;90116096;88150016;640516096
15;30;2014;0;0;6165876;28000;98;6000;43000;0;0;0;0;15;0;0;2153;0;0;0;0;0;15;2141;15;74;3218;26953;8676;4944;29055;7227;2130;37289;14640;2853;10366;2733;1;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;72;65;96;71;53;59;0;0;0;0;0;0;12;7;0;12;11;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;7;14;11;28;35;4;29;47;41;9;15;2;10;20;17;0;2;0;0;0;0;26;254;6;27;27;27;1713758208;24112250880;31383552000;244023296;410513408;1509023744;849784832;22320619520;29454331904;86265856;88281088;640552960
15;30;2014;0;0;6307602;14000;313;19000;116000;0;0;0;0;15;0;0;2168;0;0;0;0;0;15;2156;15;75;2495;19881;5404;9787;21592;7456;1782;24815;6754;3921;7778;2269;1;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;71;65;96;71;53;58;0;0;0;0;0;0;13;7;0;12;12;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;7;14;11;29;35;4;29;47;42;10;15;2;9;20;18;0;2;0;0;0;0;26;255;7;27;27;27;1714450432;24067096576;31425478656;240881664;410800128;1505595392;850477056;22270967808;29496524800;86835200;88023040;636911616
15;30;2014;0;0;6193409;259000;165;247000;46450;0;0;0;0;15;0;0;2183;0;0;0;0;0;15;2171;15;76;2638;23712;5296;7896;28600;5554;1821;28028;6314;3781;10618;1990;1;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;71;65;96;70;53;57;0;0;0;0;0;0;13;7;0;12;11;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;8;14;11;29;35;4;30;47;43;10;15;2;10;21;18;0;2;0;0;0;0;26;255;7;27;27;27;1716932608;24105717760;31425470464;240717824;412971008;1506398208;852905984;22314033152;29496516608;86835200;90693632;637718528
15;30;2014;0;0;6150812;25000;93;9000;46396;8000;0;0;0;15;0;0;2198;0;0;0;0;0;15;2186;15;77;2849;27259;4398;8086;27471;7026;1675;41780;10736;4002;11074;2573;1;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;71;64;96;70;52;57;0;0;0;0;0;0;12;7;0;12;11;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;8;14;11;29;36;4;30;48;43;10;15;2;10;21;18;0;2;0;0;0;0;26;255;7;27;27;27;1716809728;24105717760;31426375680;240783360;413163520;1506463744;852721664;22314033152;29497126912;86900736;90562560;637726720
15;30;2014;0;0;6291430;11000;90;16000;48000;0;0;0;0;15;0;0;2213;0;0;0;0;0;15;2201;15;78;2849;27259;4398;8086;27471;7026;1675;41780;10736;4002;11074;2573;1;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;71;64;96;70;52;57;0;0;0;0;0;0;12;7;0;12;11;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;8;14;11;29;36;4;30;48;43;10;15;2;10;21;18;0;2;0;0;0;0;26;255;7;27;27;27;1716809728;24105717760;31426375680;240783360;413163520;1506463744;852721664;22314033152;29497126912;86900736;90562560;637726720
15;30;2014;0;0;6177741;122000;87;8000;0;0;0;0;0;15;0;0;2228;0;0;0;0;0;15;2216;15;79;2849;19259;7771;7464;29673;5716;1593;25729;6365;3370;11118;1947;0;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;70;64;96;70;52;56;0;0;0;0;0;0;12;7;0;12;11;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;8;14;12;30;36;4;30;48;44;11;16;2;10;22;19;0;2;0;0;0;0;26;256;6;27;27;26;1716809728;24114995200;31422906368;242704384;413241344;1508978688;852697088;22323306496;29498462208;88731648;90529792;640352256
15;30;2014;0;0;6151600;16000;81;11000;58000;0;0;0;0;15;0;0;2243;0;0;0;0;0;15;2231;15;80;2166;19259;7771;7464;29673;5716;1593;25729;6365;3370;11118;1947;0;0;0;0;6;4;1;0;0;1;2;3;1;0;0;1;3;3;70;64;96;70;52;56;0;0;0;0;0;0;12;7;0;12;11;11;0;0;0;0;0;0;1;1;0;0;1;2;5;12;2;8;14;12;30;36;4;30;48;44;11;16;2;10;22;19;0;2;0;0;0;0;26;256;6;27;27;26;1716588544;24114995200;31422906368;242704384;413241344;1508978688;852697088;22323306496;29498462208;88731648;90529792;640352256
